,date,Current_time,dayofweek,precipitation,temperature,holiday,station_name,bikein,bikeout,bikeloss
4,2022-09-05,2,0.0,0.02,9.0,1.0,11,0,0,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,11,0,0,0
4,2022-09-05,4,0.0,0.02,9.0,1.0,11,0,0,0
4,2022-09-05,1,0.0,0.02,9.0,1.0,12,0,2,-2
4,2022-09-05,2,0.0,0.02,9.0,1.0,12,3,2,1
4,2022-09-05,3,0.0,0.02,9.0,1.0,12,4,4,0
4,2022-09-05,4,0.0,0.02,9.0,1.0,12,6,3,3
4,2022-09-05,1,0.0,0.02,9.0,1.0,13,6,0,6
4,2022-09-05,2,0.0,0.02,9.0,1.0,13,11,20,-9
4,2022-09-05,3,0.0,0.02,9.0,1.0,13,22,22,0
4,2022-09-05,4,0.0,0.02,9.0,1.0,13,33,17,16
4,2022-09-05,1,0.0,0.02,9.0,1.0,14,3,1,2
4,2022-09-05,2,0.0,0.02,9.0,1.0,14,11,11,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,14,30,24,6
4,2022-09-05,4,0.0,0.02,9.0,1.0,14,21,26,-5
4,2022-09-05,1,0.0,0.02,9.0,1.0,15,1,2,-1
4,2022-09-05,2,0.0,0.02,9.0,1.0,15,8,7,1
4,2022-09-05,3,0.0,0.02,9.0,1.0,15,11,6,5
4,2022-09-05,4,0.0,0.02,9.0,1.0,15,6,5,1
4,2022-09-05,1,0.0,0.02,9.0,1.0,16,2,0,2
4,2022-09-05,2,0.0,0.02,9.0,1.0,16,8,8,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,16,11,12,-1
4,2022-09-05,4,0.0,0.02,9.0,1.0,16,21,16,5
4,2022-09-05,1,0.0,0.02,9.0,1.0,17,1,1,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,17,6,4,2
4,2022-09-05,3,0.0,0.02,9.0,1.0,17,4,6,-2
4,2022-09-05,4,0.0,0.02,9.0,1.0,17,8,8,0
4,2022-09-05,1,0.0,0.02,9.0,1.0,18,1,0,1
4,2022-09-05,2,0.0,0.02,9.0,1.0,18,2,9,-7
4,2022-09-05,3,0.0,0.02,9.0,1.0,18,11,7,4
4,2022-09-05,4,0.0,0.02,9.0,1.0,18,17,14,3
4,2022-09-05,1,0.0,0.02,9.0,1.0,19,1,4,-3
4,2022-09-05,2,0.0,0.02,9.0,1.0,19,21,8,13
4,2022-09-05,3,0.0,0.02,9.0,1.0,19,21,23,-2
4,2022-09-05,4,0.0,0.02,9.0,1.0,19,35,39,-4
4,2022-09-05,1,0.0,0.02,9.0,1.0,20,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,20,0,0,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,20,0,0,0
4,2022-09-05,4,0.0,0.02,9.0,1.0,20,0,0,0
4,2022-09-05,1,0.0,0.02,9.0,1.0,21,6,2,4
4,2022-09-05,2,0.0,0.02,9.0,1.0,21,13,18,-5
4,2022-09-05,3,0.0,0.02,9.0,1.0,21,27,43,-16
4,2022-09-05,4,0.0,0.02,9.0,1.0,21,55,34,21
4,2022-09-05,1,0.0,0.02,9.0,1.0,22,0,1,-1
4,2022-09-05,2,0.0,0.02,9.0,1.0,22,13,9,4
4,2022-09-05,3,0.0,0.02,9.0,1.0,22,11,9,2
4,2022-09-05,4,0.0,0.02,9.0,1.0,22,8,12,-4
4,2022-09-05,1,0.0,0.02,9.0,1.0,23,15,10,5
4,2022-09-05,2,0.0,0.02,9.0,1.0,23,26,33,-7
4,2022-09-05,3,0.0,0.02,9.0,1.0,23,35,27,8
4,2022-09-05,4,0.0,0.02,9.0,1.0,23,52,52,0
4,2022-09-05,1,0.0,0.02,9.0,1.0,24,0,1,-1
4,2022-09-05,2,0.0,0.02,9.0,1.0,24,9,11,-2
4,2022-09-05,3,0.0,0.02,9.0,1.0,24,14,13,1
4,2022-09-05,4,0.0,0.02,9.0,1.0,24,10,14,-4
4,2022-09-05,1,0.0,0.02,9.0,1.0,25,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,25,2,5,-3
4,2022-09-05,3,0.0,0.02,9.0,1.0,25,13,16,-3
4,2022-09-05,4,0.0,0.02,9.0,1.0,25,9,5,4
4,2022-09-05,1,0.0,0.02,9.0,1.0,26,8,3,5
4,2022-09-05,2,0.0,0.02,9.0,1.0,26,13,40,-27
4,2022-09-05,3,0.0,0.02,9.0,1.0,26,30,42,-12
4,2022-09-05,4,0.0,0.02,9.0,1.0,26,51,34,17
4,2022-09-05,1,0.0,0.02,9.0,1.0,27,1,2,-1
4,2022-09-05,2,0.0,0.02,9.0,1.0,27,7,7,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,27,7,7,0
4,2022-09-05,4,0.0,0.02,9.0,1.0,27,7,11,-4
4,2022-09-05,1,0.0,0.02,9.0,1.0,28,1,1,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,28,21,22,-1
4,2022-09-05,3,0.0,0.02,9.0,1.0,28,44,58,-14
4,2022-09-05,4,0.0,0.02,9.0,1.0,28,60,49,11
4,2022-09-05,1,0.0,0.02,9.0,1.0,29,6,3,3
4,2022-09-05,2,0.0,0.02,9.0,1.0,29,6,25,-19
4,2022-09-05,3,0.0,0.02,9.0,1.0,29,10,19,-9
4,2022-09-05,4,0.0,0.02,9.0,1.0,29,45,22,23
4,2022-09-05,1,0.0,0.02,9.0,1.0,30,1,3,-2
4,2022-09-05,2,0.0,0.02,9.0,1.0,30,14,8,6
4,2022-09-05,3,0.0,0.02,9.0,1.0,30,5,10,-5
4,2022-09-05,4,0.0,0.02,9.0,1.0,30,10,17,-7
4,2022-09-05,1,0.0,0.02,9.0,1.0,31,5,9,-4
4,2022-09-05,2,0.0,0.02,9.0,1.0,31,11,7,4
4,2022-09-05,3,0.0,0.02,9.0,1.0,31,27,29,-2
4,2022-09-05,4,0.0,0.02,9.0,1.0,31,18,21,-3
4,2022-09-05,1,0.0,0.02,9.0,1.0,32,1,5,-4
4,2022-09-05,2,0.0,0.02,9.0,1.0,32,8,8,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,32,15,2,13
4,2022-09-05,4,0.0,0.02,9.0,1.0,32,9,12,-3
4,2022-09-05,1,0.0,0.02,9.0,1.0,33,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,33,14,12,2
4,2022-09-05,3,0.0,0.02,9.0,1.0,33,17,15,2
4,2022-09-05,4,0.0,0.02,9.0,1.0,33,16,24,-8
4,2022-09-05,1,0.0,0.02,9.0,1.0,34,14,5,9
4,2022-09-05,2,0.0,0.02,9.0,1.0,34,12,22,-10
4,2022-09-05,3,0.0,0.02,9.0,1.0,34,16,16,0
4,2022-09-05,4,0.0,0.02,9.0,1.0,34,32,21,11
4,2022-09-05,1,0.0,0.02,9.0,1.0,35,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,35,6,6,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,35,8,8,0
4,2022-09-05,4,0.0,0.02,9.0,1.0,35,17,12,5
4,2022-09-05,1,0.0,0.02,9.0,1.0,36,0,4,-4
4,2022-09-05,2,0.0,0.02,9.0,1.0,36,4,3,1
4,2022-09-05,3,0.0,0.02,9.0,1.0,36,6,5,1
4,2022-09-05,4,0.0,0.02,9.0,1.0,36,7,12,-5
4,2022-09-05,1,0.0,0.02,9.0,1.0,37,0,1,-1
4,2022-09-05,2,0.0,0.02,9.0,1.0,37,8,7,1
4,2022-09-05,3,0.0,0.02,9.0,1.0,37,6,7,-1
4,2022-09-05,4,0.0,0.02,9.0,1.0,37,4,4,0
4,2022-09-05,1,0.0,0.02,9.0,1.0,38,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,38,0,0,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,38,0,0,0
4,2022-09-05,4,0.0,0.02,9.0,1.0,38,0,0,0
4,2022-09-05,1,0.0,0.02,9.0,1.0,39,1,0,1
4,2022-09-05,2,0.0,0.02,9.0,1.0,39,8,9,-1
4,2022-09-05,3,0.0,0.02,9.0,1.0,39,22,21,1
4,2022-09-05,4,0.0,0.02,9.0,1.0,39,26,27,-1
4,2022-09-05,1,0.0,0.02,9.0,1.0,40,2,1,1
4,2022-09-05,2,0.0,0.02,9.0,1.0,40,6,3,3
4,2022-09-05,3,0.0,0.02,9.0,1.0,40,11,6,5
4,2022-09-05,4,0.0,0.02,9.0,1.0,40,4,7,-3
4,2022-09-05,1,0.0,0.02,9.0,1.0,41,2,2,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,41,5,5,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,41,10,6,4
4,2022-09-05,4,0.0,0.02,9.0,1.0,41,1,6,-5
4,2022-09-05,1,0.0,0.02,9.0,1.0,42,2,4,-2
4,2022-09-05,2,0.0,0.02,9.0,1.0,42,22,9,13
4,2022-09-05,3,0.0,0.02,9.0,1.0,42,23,21,2
4,2022-09-05,4,0.0,0.02,9.0,1.0,42,19,44,-25
4,2022-09-05,1,0.0,0.02,9.0,1.0,43,2,0,2
4,2022-09-05,2,0.0,0.02,9.0,1.0,43,3,5,-2
4,2022-09-05,3,0.0,0.02,9.0,1.0,43,11,1,10
4,2022-09-05,4,0.0,0.02,9.0,1.0,43,3,4,-1
4,2022-09-05,1,0.0,0.02,9.0,1.0,44,1,4,-3
4,2022-09-05,2,0.0,0.02,9.0,1.0,44,8,6,2
4,2022-09-05,3,0.0,0.02,9.0,1.0,44,10,7,3
4,2022-09-05,4,0.0,0.02,9.0,1.0,44,9,11,-2
4,2022-09-05,1,0.0,0.02,9.0,1.0,45,1,5,-4
4,2022-09-05,2,0.0,0.02,9.0,1.0,45,11,5,6
4,2022-09-05,3,0.0,0.02,9.0,1.0,45,8,10,-2
4,2022-09-05,4,0.0,0.02,9.0,1.0,45,11,13,-2
4,2022-09-05,1,0.0,0.02,9.0,1.0,46,5,0,5
4,2022-09-05,2,0.0,0.02,9.0,1.0,46,2,1,1
4,2022-09-05,3,0.0,0.02,9.0,1.0,46,2,1,1
4,2022-09-05,4,0.0,0.02,9.0,1.0,46,2,10,-8
4,2022-09-05,1,0.0,0.02,9.0,1.0,47,0,1,-1
4,2022-09-05,2,0.0,0.02,9.0,1.0,47,5,0,5
4,2022-09-05,3,0.0,0.02,9.0,1.0,47,7,6,1
4,2022-09-05,4,0.0,0.02,9.0,1.0,47,6,8,-2
4,2022-09-05,1,0.0,0.02,9.0,1.0,48,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,48,4,4,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,48,6,4,2
4,2022-09-05,4,0.0,0.02,9.0,1.0,48,6,7,-1
4,2022-09-05,1,0.0,0.02,9.0,1.0,49,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,49,4,1,3
4,2022-09-05,3,0.0,0.02,9.0,1.0,49,3,2,1
4,2022-09-05,4,0.0,0.02,9.0,1.0,49,0,5,-5
4,2022-09-05,1,0.0,0.02,9.0,1.0,50,2,1,1
4,2022-09-05,2,0.0,0.02,9.0,1.0,50,8,3,5
4,2022-09-05,3,0.0,0.02,9.0,1.0,50,7,6,1
4,2022-09-05,4,0.0,0.02,9.0,1.0,50,16,13,3
4,2022-09-05,1,0.0,0.02,9.0,1.0,51,0,2,-2
4,2022-09-05,2,0.0,0.02,9.0,1.0,51,1,0,1
4,2022-09-05,3,0.0,0.02,9.0,1.0,51,5,2,3
4,2022-09-05,4,0.0,0.02,9.0,1.0,51,14,10,4
4,2022-09-05,1,0.0,0.02,9.0,1.0,52,2,0,2
4,2022-09-05,2,0.0,0.02,9.0,1.0,52,10,9,1
4,2022-09-05,3,0.0,0.02,9.0,1.0,52,8,7,1
4,2022-09-05,4,0.0,0.02,9.0,1.0,52,8,11,-3
4,2022-09-05,1,0.0,0.02,9.0,1.0,53,2,3,-1
4,2022-09-05,2,0.0,0.02,9.0,1.0,53,4,4,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,53,6,8,-2
4,2022-09-05,4,0.0,0.02,9.0,1.0,53,5,6,-1
4,2022-09-05,1,0.0,0.02,9.0,1.0,54,1,0,1
4,2022-09-05,2,0.0,0.02,9.0,1.0,54,4,1,3
4,2022-09-05,3,0.0,0.02,9.0,1.0,54,4,1,3
4,2022-09-05,4,0.0,0.02,9.0,1.0,54,3,6,-3
4,2022-09-05,1,0.0,0.02,9.0,1.0,55,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,55,0,0,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,55,0,0,0
4,2022-09-05,4,0.0,0.02,9.0,1.0,55,0,0,0
4,2022-09-05,1,0.0,0.02,9.0,1.0,56,1,2,-1
4,2022-09-05,2,0.0,0.02,9.0,1.0,56,9,7,2
4,2022-09-05,3,0.0,0.02,9.0,1.0,56,23,30,-7
4,2022-09-05,4,0.0,0.02,9.0,1.0,56,18,25,-7
4,2022-09-05,1,0.0,0.02,9.0,1.0,57,1,1,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,57,6,7,-1
4,2022-09-05,3,0.0,0.02,9.0,1.0,57,16,16,0
4,2022-09-05,4,0.0,0.02,9.0,1.0,57,12,15,-3
4,2022-09-05,1,0.0,0.02,9.0,1.0,58,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,58,4,6,-2
4,2022-09-05,3,0.0,0.02,9.0,1.0,58,8,5,3
4,2022-09-05,4,0.0,0.02,9.0,1.0,58,4,8,-4
4,2022-09-05,1,0.0,0.02,9.0,1.0,59,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,59,2,7,-5
4,2022-09-05,3,0.0,0.02,9.0,1.0,59,4,7,-3
4,2022-09-05,4,0.0,0.02,9.0,1.0,59,7,6,1
4,2022-09-05,1,0.0,0.02,9.0,1.0,60,2,2,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,60,3,14,-11
4,2022-09-05,3,0.0,0.02,9.0,1.0,60,20,13,7
4,2022-09-05,4,0.0,0.02,9.0,1.0,60,28,27,1
4,2022-09-05,1,0.0,0.02,9.0,1.0,61,3,2,1
4,2022-09-05,2,0.0,0.02,9.0,1.0,61,12,9,3
4,2022-09-05,3,0.0,0.02,9.0,1.0,61,14,16,-2
4,2022-09-05,4,0.0,0.02,9.0,1.0,61,15,19,-4
4,2022-09-05,1,0.0,0.02,9.0,1.0,62,1,0,1
4,2022-09-05,2,0.0,0.02,9.0,1.0,62,15,13,2
4,2022-09-05,3,0.0,0.02,9.0,1.0,62,12,15,-3
4,2022-09-05,4,0.0,0.02,9.0,1.0,62,12,9,3
4,2022-09-05,1,0.0,0.02,9.0,1.0,63,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,63,4,5,-1
4,2022-09-05,3,0.0,0.02,9.0,1.0,63,8,16,-8
4,2022-09-05,4,0.0,0.02,9.0,1.0,63,13,8,5
4,2022-09-05,1,0.0,0.02,9.0,1.0,64,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,64,6,5,1
4,2022-09-05,3,0.0,0.02,9.0,1.0,64,6,5,1
4,2022-09-05,4,0.0,0.02,9.0,1.0,64,9,7,2
4,2022-09-05,1,0.0,0.02,9.0,1.0,65,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,65,9,15,-6
4,2022-09-05,3,0.0,0.02,9.0,1.0,65,22,16,6
4,2022-09-05,4,0.0,0.02,9.0,1.0,65,13,12,1
4,2022-09-05,1,0.0,0.02,9.0,1.0,66,0,1,-1
4,2022-09-05,2,0.0,0.02,9.0,1.0,66,11,4,7
4,2022-09-05,3,0.0,0.02,9.0,1.0,66,9,6,3
4,2022-09-05,4,0.0,0.02,9.0,1.0,66,11,11,0
4,2022-09-05,1,0.0,0.02,9.0,1.0,67,2,3,-1
4,2022-09-05,2,0.0,0.02,9.0,1.0,67,12,12,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,67,22,15,7
4,2022-09-05,4,0.0,0.02,9.0,1.0,67,9,11,-2
4,2022-09-05,1,0.0,0.02,9.0,1.0,68,0,2,-2
4,2022-09-05,2,0.0,0.02,9.0,1.0,68,15,18,-3
4,2022-09-05,3,0.0,0.02,9.0,1.0,68,12,14,-2
4,2022-09-05,4,0.0,0.02,9.0,1.0,68,10,15,-5
4,2022-09-05,1,0.0,0.02,9.0,1.0,69,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,69,4,9,-5
4,2022-09-05,3,0.0,0.02,9.0,1.0,69,16,16,0
4,2022-09-05,4,0.0,0.02,9.0,1.0,69,12,11,1
4,2022-09-05,1,0.0,0.02,9.0,1.0,70,1,2,-1
4,2022-09-05,2,0.0,0.02,9.0,1.0,70,12,7,5
4,2022-09-05,3,0.0,0.02,9.0,1.0,70,7,12,-5
4,2022-09-05,4,0.0,0.02,9.0,1.0,70,14,11,3
4,2022-09-05,1,0.0,0.02,9.0,1.0,71,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,71,0,0,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,71,0,0,0
4,2022-09-05,4,0.0,0.02,9.0,1.0,71,0,0,0
4,2022-09-05,1,0.0,0.02,9.0,1.0,72,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,72,9,13,-4
4,2022-09-05,3,0.0,0.02,9.0,1.0,72,16,15,1
4,2022-09-05,4,0.0,0.02,9.0,1.0,72,19,18,1
4,2022-09-05,1,0.0,0.02,9.0,1.0,73,0,1,-1
4,2022-09-05,2,0.0,0.02,9.0,1.0,73,8,4,4
4,2022-09-05,3,0.0,0.02,9.0,1.0,73,11,17,-6
4,2022-09-05,4,0.0,0.02,9.0,1.0,73,14,10,4
4,2022-09-05,1,0.0,0.02,9.0,1.0,74,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,74,0,0,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,74,0,0,0
4,2022-09-05,4,0.0,0.02,9.0,1.0,74,0,0,0
4,2022-09-05,1,0.0,0.02,9.0,1.0,75,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,75,0,0,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,75,0,0,0
4,2022-09-05,4,0.0,0.02,9.0,1.0,75,0,0,0
4,2022-09-05,1,0.0,0.02,9.0,1.0,76,0,3,-3
4,2022-09-05,2,0.0,0.02,9.0,1.0,76,4,3,1
4,2022-09-05,3,0.0,0.02,9.0,1.0,76,2,1,1
4,2022-09-05,4,0.0,0.02,9.0,1.0,76,4,1,3
4,2022-09-05,1,0.0,0.02,9.0,1.0,77,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,77,2,4,-2
4,2022-09-05,3,0.0,0.02,9.0,1.0,77,13,13,0
4,2022-09-05,4,0.0,0.02,9.0,1.0,77,10,10,0
4,2022-09-05,1,0.0,0.02,9.0,1.0,78,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,78,6,7,-1
4,2022-09-05,3,0.0,0.02,9.0,1.0,78,12,7,5
4,2022-09-05,4,0.0,0.02,9.0,1.0,78,10,10,0
4,2022-09-05,1,0.0,0.02,9.0,1.0,79,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,79,0,0,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,79,0,0,0
4,2022-09-05,4,0.0,0.02,9.0,1.0,79,0,0,0
4,2022-09-05,1,0.0,0.02,9.0,1.0,80,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,80,0,0,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,80,0,0,0
4,2022-09-05,4,0.0,0.02,9.0,1.0,80,0,0,0
4,2022-09-05,1,0.0,0.02,9.0,1.0,81,3,4,-1
4,2022-09-05,2,0.0,0.02,9.0,1.0,81,2,2,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,81,7,3,4
4,2022-09-05,4,0.0,0.02,9.0,1.0,81,5,9,-4
4,2022-09-05,1,0.0,0.02,9.0,1.0,82,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,82,0,0,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,82,5,3,2
4,2022-09-05,4,0.0,0.02,9.0,1.0,82,2,7,-5
4,2022-09-05,1,0.0,0.02,9.0,1.0,83,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,83,0,0,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,83,0,0,0
4,2022-09-05,4,0.0,0.02,9.0,1.0,83,0,0,0
4,2022-09-05,1,0.0,0.02,9.0,1.0,84,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,84,0,0,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,84,0,0,0
4,2022-09-05,4,0.0,0.02,9.0,1.0,84,0,0,0
4,2022-09-05,1,0.0,0.02,9.0,1.0,85,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,85,0,0,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,85,0,0,0
4,2022-09-05,4,0.0,0.02,9.0,1.0,85,0,0,0
4,2022-09-05,1,0.0,0.02,9.0,1.0,86,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,86,0,0,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,86,0,0,0
4,2022-09-05,4,0.0,0.02,9.0,1.0,86,0,0,0
4,2022-09-05,1,0.0,0.02,9.0,1.0,87,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,87,0,0,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,87,0,0,0
4,2022-09-05,4,0.0,0.02,9.0,1.0,87,0,0,0
4,2022-09-05,1,0.0,0.02,9.0,1.0,88,10,10,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,88,15,18,-3
4,2022-09-05,3,0.0,0.02,9.0,1.0,88,28,24,4
4,2022-09-05,4,0.0,0.02,9.0,1.0,88,16,14,2
4,2022-09-05,1,0.0,0.02,9.0,1.0,89,5,5,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,89,13,19,-6
4,2022-09-05,3,0.0,0.02,9.0,1.0,89,25,21,4
4,2022-09-05,4,0.0,0.02,9.0,1.0,89,33,19,14
4,2022-09-05,1,0.0,0.02,9.0,1.0,90,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,90,0,0,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,90,0,0,0
4,2022-09-05,4,0.0,0.02,9.0,1.0,90,0,0,0
4,2022-09-05,1,0.0,0.02,9.0,1.0,91,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,91,0,0,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,91,0,0,0
4,2022-09-05,4,0.0,0.02,9.0,1.0,91,0,0,0
4,2022-09-05,1,0.0,0.02,9.0,1.0,92,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,92,0,0,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,92,0,0,0
4,2022-09-05,4,0.0,0.02,9.0,1.0,92,0,0,0
4,2022-09-05,1,0.0,0.02,9.0,1.0,93,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,93,0,0,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,93,0,0,0
4,2022-09-05,4,0.0,0.02,9.0,1.0,93,0,0,0
4,2022-09-05,1,0.0,0.02,9.0,1.0,94,0,1,-1
4,2022-09-05,2,0.0,0.02,9.0,1.0,94,9,9,0
4,2022-09-05,3,0.0,0.02,9.0,1.0,94,11,11,0
4,2022-09-05,4,0.0,0.02,9.0,1.0,94,10,10,0
4,2022-09-05,1,0.0,0.02,9.0,1.0,95,0,0,0
4,2022-09-05,2,0.0,0.02,9.0,1.0,95,5,0,5
4,2022-09-05,3,0.0,0.02,9.0,1.0,95,10,13,-3
4,2022-09-05,4,0.0,0.02,9.0,1.0,95,7,9,-2
5,2022-09-06,1,1.0,0.72,6.0,0.0,0,0,2,-2
5,2022-09-06,2,1.0,0.72,6.0,0.0,0,2,2,0
5,2022-09-06,3,1.0,0.72,6.0,0.0,0,2,1,1
5,2022-09-06,4,1.0,0.72,6.0,0.0,0,11,13,-2
5,2022-09-06,1,1.0,0.72,6.0,0.0,1,1,2,-1
5,2022-09-06,2,1.0,0.72,6.0,0.0,1,1,0,1
5,2022-09-06,3,1.0,0.72,6.0,0.0,1,3,2,1
5,2022-09-06,4,1.0,0.72,6.0,0.0,1,3,3,0
5,2022-09-06,1,1.0,0.72,6.0,0.0,2,1,1,0
5,2022-09-06,2,1.0,0.72,6.0,0.0,2,2,2,0
5,2022-09-06,3,1.0,0.72,6.0,0.0,2,3,1,2
5,2022-09-06,4,1.0,0.72,6.0,0.0,2,1,3,-2
5,2022-09-06,1,1.0,0.72,6.0,0.0,3,1,1,0
5,2022-09-06,2,1.0,0.72,6.0,0.0,3,5,0,5
5,2022-09-06,3,1.0,0.72,6.0,0.0,3,2,2,0
5,2022-09-06,4,1.0,0.72,6.0,0.0,3,2,4,-2
5,2022-09-06,1,1.0,0.72,6.0,0.0,4,0,0,0
5,2022-09-06,2,1.0,0.72,6.0,0.0,4,0,1,-1
5,2022-09-06,3,1.0,0.72,6.0,0.0,4,0,1,-1
5,2022-09-06,4,1.0,0.72,6.0,0.0,4,2,0,2
5,2022-09-06,1,1.0,0.72,6.0,0.0,5,1,0,1
5,2022-09-06,2,1.0,0.72,6.0,0.0,5,1,6,-5
5,2022-09-06,3,1.0,0.72,6.0,0.0,5,1,7,-6
5,2022-09-06,4,1.0,0.72,6.0,0.0,5,17,9,8
5,2022-09-06,1,1.0,0.72,6.0,0.0,6,5,0,5
5,2022-09-06,2,1.0,0.72,6.0,0.0,6,5,2,3
5,2022-09-06,3,1.0,0.72,6.0,0.0,6,4,2,2
5,2022-09-06,4,1.0,0.72,6.0,0.0,6,6,8,-2
5,2022-09-06,1,1.0,0.72,6.0,0.0,7,0,0,0
5,2022-09-06,2,1.0,0.72,6.0,0.0,7,15,2,13
5,2022-09-06,3,1.0,0.72,6.0,0.0,7,2,8,-6
5,2022-09-06,4,1.0,0.72,6.0,0.0,7,14,21,-7
5,2022-09-06,1,1.0,0.72,6.0,0.0,8,1,1,0
5,2022-09-06,2,1.0,0.72,6.0,0.0,8,2,1,1
5,2022-09-06,3,1.0,0.72,6.0,0.0,8,0,0,0
5,2022-09-06,4,1.0,0.72,6.0,0.0,8,1,3,-2
5,2022-09-06,1,1.0,0.72,6.0,0.0,9,0,0,0
5,2022-09-06,2,1.0,0.72,6.0,0.0,9,0,2,-2
5,2022-09-06,3,1.0,0.72,6.0,0.0,9,0,0,0
5,2022-09-06,4,1.0,0.72,6.0,0.0,9,0,6,-6
5,2022-09-06,1,1.0,0.72,6.0,0.0,10,0,0,0
5,2022-09-06,2,1.0,0.72,6.0,0.0,10,1,0,1
5,2022-09-06,3,1.0,0.72,6.0,0.0,10,1,0,1
5,2022-09-06,4,1.0,0.72,6.0,0.0,10,1,3,-2
5,2022-09-06,1,1.0,0.72,6.0,0.0,11,0,0,0
5,2022-09-06,2,1.0,0.72,6.0,0.0,11,0,0,0
5,2022-09-06,3,1.0,0.72,6.0,0.0,11,1,1,0
5,2022-09-06,4,1.0,0.72,6.0,0.0,11,11,2,9
5,2022-09-06,1,1.0,0.72,6.0,0.0,12,2,2,0
5,2022-09-06,2,1.0,0.72,6.0,0.0,12,0,0,0
5,2022-09-06,3,1.0,0.72,6.0,0.0,12,1,1,0
5,2022-09-06,4,1.0,0.72,6.0,0.0,12,2,6,-4
5,2022-09-06,1,1.0,0.72,6.0,0.0,13,2,3,-1
5,2022-09-06,2,1.0,0.72,6.0,0.0,13,6,11,-5
5,2022-09-06,3,1.0,0.72,6.0,0.0,13,8,5,3
5,2022-09-06,4,1.0,0.72,6.0,0.0,13,16,14,2
